Price,Close,High,Low,Open,Volume,Ticker
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT,
Date,,,,,,
2018-01-02,79.19834899902344,79.53007040671183,78.78370075445349,79.36420970286764,22483800,MSFT
2018-01-03,79.56690979003906,79.71434461544845,79.2167626248109,79.29968944154412,26061400,MSFT
2018-01-04,80.26722717285156,80.77402569875996,79.7696450828908,79.78807092470528,21912000,MSFT
2018-01-05,81.26237487792969,81.46509424719444,80.56207351958217,80.77400932292608,23407100,MSFT
2018-01-08,81.34530639648438,81.62174319420262,80.71872241439218,81.27158897974887,22113000,MSFT
2018-01-09,81.29000854492188,81.75994821209991,80.95828725398192,81.68623080742911,19484300,MSFT
2018-01-10,80.92145538330078,81.26239322039122,80.54366586173444,80.95831409785767,18652200,MSFT
2018-01-11,81.16099548339844,81.20706358244774,80.38697690054651,81.20706358244774,17808900,MSFT
2018-01-12,82.56161499023438,82.7274756615193,81.50194998091834,81.70466936027546,24271500,MSFT
2018-01-16,81.40980529785156,83.6581372402607,81.09651682985272,83.02233683980707,36599700,MSFT
2018-01-17,83.0592041015625,83.18820607579859,81.77839376444689,82.08247285946636,25621200,MSFT
2018-01-18,83.02230834960938,83.54753244754842,82.61687676721532,82.74587868389668,24159700,MSFT
2018-01-19,82.93020629882812,83.49228937059331,82.61691778280462,83.05920827955318,36875000,MSFT
2018-01-22,84.41374206542969,84.42295850186935,82.69063401543603,82.93021215229874,23601600,MSFT
2018-01-23,84.68093872070312,85.0495187439755,84.34921740276592,84.68093872070312,23412800,MSFT
2018-01-24,84.60722351074219,86.09075304619397,84.38607830305827,85.27988259796666,33277500,MSFT
2018-01-25,85.07716369628906,85.9156764213285,84.70858366140251,85.20616565398744,26383200,MSFT
2018-01-26,86.67124938964844,86.67124938964844,85.30751260327179,85.80509452156977,29172200,MSFT
2018-01-29,86.54228210449219,87.95209458914809,86.35799555580978,87.666448329666,31569900,MSFT
2018-01-30,85.45494842529297,86.30268456783192,84.86522321400965,85.97096325772516,38635100,MSFT
2018-01-31,87.54664611816406,87.90600974077398,86.16447617579365,86.38562139815055,48756300,MSFT
2018-02-01,86.8555679321289,88.52338420991998,86.2289838947691,87.34393355843808,47227900,MSFT
2018-02-02,84.57035827636719,86.58832835219185,84.31235438230499,86.28424932129904,47867800,MSFT
2018-02-05,81.08728790283203,85.91566535044231,81.08728790283203,83.44618857401656,51031500,MSFT
2018-02-06,84.15571594238281,84.29393433228431,78.55331917499957,80.06449096974278,67998600,MSFT
2018-02-07,82.5708236694336,84.56114450783531,82.1930272197375,83.38169408062258,41107600,MSFT
2018-02-08,78.33218383789062,82.81962464747718,78.1018221690591,82.662980399891,55628700,MSFT
2018-02-09,81.25316619873047,81.94425118895667,77.24487466143458,79.52084902072565,63499100,MSFT
2018-02-12,82.1285171508789,82.7274587318425,81.02278425531404,81.7691536083164,35720300,MSFT
2018-02-13,82.7735595703125,82.93020382364897,80.90302387554752,81.94425612605991,26407700,MSFT
2018-02-14,84.06961822509766,84.23625799322191,81.84776406757696,81.94034014695663,34960900,MSFT
2018-02-15,85.78231811523438,85.83786235712967,83.89373619666172,84.43994007690668,27823900,MSFT
2018-02-16,85.17131042480469,86.55997309477434,84.98615822738351,85.58790640055415,30596900,MSFT
2018-02-20,85.83785247802734,86.15261256334547,84.2547781982812,84.68989354465805,30911700,MSFT
2018-02-21,84.69916534423828,86.43036739391778,84.69916534423828,86.07857538441823,26922500,MSFT
2018-02-22,84.92130279541016,85.8470773477665,84.57876366832257,85.21755036964022,24392800,MSFT
2018-02-23,87.07840728759766,87.08766701665388,85.50459237701901,86.65255157135995,26329200,MSFT
2018-02-26,88.33745574951172,88.36522787159859,87.25430060950404,87.39316828304167,30199800,MSFT
2018-02-27,87.20800018310547,88.72627058338304,87.20800018310547,88.63369449811783,25869100,MSFT
2018-02-28,86.80992889404297,88.60593486633495,86.68032094378515,87.80050797850117,31167300,MSFT
2018-03-01,85.95820617675781,87.5505402853543,85.02317146171404,87.01358909745964,37135600,MSFT
2018-03-02,86.14337158203125,86.23594767479138,84.11592195399977,84.7824811228377,32830400,MSFT
2018-03-05,86.6895980834961,87.27283397679479,85.41203071874922,85.48608737441057,23901600,MSFT
2018-03-06,86.39331817626953,87.47647317418956,86.04152623747822,87.33760551886851,22175800,MSFT
2018-03-07,86.89322662353516,86.96729030551819,85.5693683262696,86.24518706393725,26716100,MSFT
2018-03-08,87.42093658447266,88.04120416098215,86.80992167285224,87.27280918901208,25887800,MSFT
2018-03-09,89.37432098388672,89.37432098388672,87.948626610212,88.21710221269973,36937300,MSFT
2018-03-12,89.58727264404297,89.99461603610385,88.91146063060198,89.33731642089062,26073700,MSFT
2018-03-13,87.40242004394531,90.0223578931237,86.99507678886201,89.80017387357947,35387800,MSFT
2018-03-14,86.88397216796875,88.32818580183935,86.55995236851449,88.05971023569099,32132000,MSFT
2018-03-15,87.18948364257812,87.55979502912108,85.9396888932101,86.5877285223336,27611000,MSFT
2018-03-16,87.57831573486328,88.30041912247334,86.9487884369027,87.65237943182403,49081300,MSFT
2018-03-19,85.99524688720703,86.93028169862318,85.27314345262751,86.78215429506669,33344100,MSFT
2018-03-20,86.2174301147461,86.80992559716671,86.09708189782117,86.14337347677099,23075200,MSFT
2018-03-21,85.61567687988281,87.06914337744331,85.36571366937142,86.03227281326464,24457100,MSFT
2018-03-22,83.12535858154297,84.93987718110911,83.00501034460342,84.4955019638398,38604700,MSFT
2018-03-23,80.70906066894531,83.74560138408249,80.61648458628427,82.85685827695227,44068900,MSFT
2018-03-26,86.81918334960938,87.02285499138785,83.69006621284895,83.88447812642754,56396800,MSFT
2018-03-27,82.8290786743164,88.0782204873393,81.94033564748992,87.89306833874691,56569000,MSFT
2018-03-28,82.7550277709961,84.45845746616465,82.27362787244358,83.1531113087445,52501100,MSFT
2018-03-29,84.4954605102539,85.43975473501501,81.83849142941456,83.48636939694164,45867500,MSFT
2018-04-02,81.9495849609375,84.13441412790763,81.01455746673442,83.754850119878,48515400,MSFT
2018-04-03,83.05128479003906,83.36605200222188,81.36637436182357,82.93093656770353,37213800,MSFT
2018-04-04,85.47681427001953,85.87489783432852,81.2182503426161,81.3293388311002,35560000,MSFT
2018-04-05,85.5230941772461,86.16188120402026,84.61583860903356,85.57864548159792,29771900,MSFT
2018-04-06,83.53268432617188,85.59715869419725,82.8383530514982,84.6991557821895,38026000,MSFT
2018-04-09,84.03257751464844,86.254438500848,83.89371694178082,84.28254067201287,31533900,MSFT
2018-04-10,85.9859619140625,86.35627325113056,84.83800312594268,85.5323342342823,26812000,MSFT
2018-04-11,85.04170227050781,86.36556096190206,84.68991027100788,85.18056994979322,24872100,MSFT
2018-04-12,86.63404083251953,87.17099211838554,85.56939799002078,85.56939799002078,26758900,MSFT
2018-04-13,86.17113494873047,87.18948599183564,85.57863953953827,87.06913778978493,23346100,MSFT
2018-04-16,87.18022155761719,87.6338563488365,86.48589037529192,87.0876454792609,20288100,MSFT
2018-04-17,88.93921661376953,89.37433205573515,87.8375419469292,87.9486375054429,26771000,MSFT
