fecha,Price,cierre,maximo,minimo,apertura,volumen,Ticker
1970-01-01 00:00:00.000000000,Ticker,40.38098907470703,40.39036783162625,39.67773253757,39.88871164487974,102223600.0,AAPL
1970-01-01 00:00:00.000000001,Date,40.38098907470703,40.39036783162625,39.67773253757,39.88871164487974,102223600.0,AAPL
1970-01-01 00:00:00.000000002,2018-01-02,40.38098907470703,40.39036783162625,39.67773253757,39.88871164487974,102223600.0,AAPL
1970-01-01 00:00:00.000000003,2018-01-03,40.37397003173828,40.91782364902339,40.31067949804907,40.444296423897406,118071600.0,AAPL
1970-01-01 00:00:00.000000004,2018-01-04,40.56149673461914,40.66464160959015,40.33879952381251,40.44663020077451,89738400.0,AAPL
1970-01-01 00:00:00.000000005,2018-01-05,41.02330017089844,41.11003400377929,40.56618411295515,40.65760732454381,94640000.0,AAPL
1970-01-01 00:00:00.000000006,2018-01-08,40.870941162109375,41.16630772104656,40.7724820655147,40.870941162109375,82271200.0,AAPL
1970-01-01 00:00:00.000000007,2018-01-09,40.86624526977539,41.03737005686976,40.6505803215452,40.91781771141178,86336000.0,AAPL
1970-01-01 00:00:00.000000008,2018-01-10,40.856876373291016,40.85922285198985,40.554477507927714,40.59198539761674,95839600.0,AAPL
1970-01-01 00:00:00.000000009,2018-01-11,41.08893203735352,41.13816156527211,40.90374273640681,40.92718247312487,74670800.0,AAPL
1970-01-01 00:00:00.000000010,2018-01-12,41.51324081420898,41.57653491672932,41.175677036698445,41.29991876356713,101672400.0,AAPL
1970-01-01 00:00:00.000000011,2018-01-16,41.30226135253906,42.05240102251029,41.290539693628176,41.703115617875326,118263600.0,AAPL
1970-01-01 00:00:00.000000012,2018-01-17,41.98442459106445,42.01958599375267,41.03971675139146,41.29288600464342,137547200.0,AAPL
1970-01-01 00:00:00.000000013,2018-01-18,42.02192687988281,42.21884145633942,41.78516510025594,42.04771309960045,124773600.0,AAPL
1970-01-01 00:00:00.000000014,2018-01-19,41.83439254760742,42.09694053382906,41.58825202205062,41.86955394685209,129700400.0,AAPL
1970-01-01 00:00:00.000000015,2018-01-22,41.49213409423828,41.67498050070115,41.39836799034107,41.56246046063498,108434400.0,AAPL
1970-01-01 00:00:00.000000016,2018-01-23,41.50151824951172,42.064125725414605,41.4499493850786,41.56246944947984,130756400.0,AAPL
1970-01-01 00:00:00.000000017,2018-01-24,40.84046173095703,41.56247238433268,40.60135344739043,41.55075072374585,204420400.0,AAPL
1970-01-01 00:00:00.000000018,2018-01-25,40.11140441894531,41.01157182895631,39.975441074160216,40.90842697588159,166116000.0,AAPL
1970-01-01 00:00:00.000000019,2018-01-26,40.205177307128906,40.32004383599083,39.86527067622671,40.32004383599083,156572000.0,AAPL
1970-01-01 00:00:00.000000020,2018-01-29,39.37299728393555,39.88871811273601,39.1643646205002,39.88871811273601,202561600.0,AAPL
1970-01-01 00:00:00.000000021,2018-01-30,39.14091110229492,39.23467720057183,38.6087793733577,38.80334742538228,184192800.0,AAPL
1970-01-01 00:00:00.000000022,2018-01-31,39.24874496459961,39.48551028405784,39.03073715866626,39.11747098550671,129915600.0,AAPL
1970-01-01 00:00:00.000000023,2018-02-01,39.33079528808594,39.527706268230695,39.09168705393994,39.18779964315865,188923200.0,AAPL
1970-01-01 00:00:00.000000027,2018-02-07,37.3991813659668,38.30403826062876,37.28900779840522,38.2313689901966,206434400.0,AAPL
1970-01-01 00:00:00.000000031,2018-02-13,38.68146133422852,38.777965783274304,38.048303078509086,38.11891617760433,130196800.0,AAPL
1970-01-01 00:00:00.000000032,2018-02-14,39.394649505615234,39.43466276054488,38.33781974683445,38.375476956953584,162579600.0,AAPL
1970-01-01 00:00:00.000000033,2018-02-15,40.71745300292969,40.74098830781201,39.77830706391323,39.96425141606839,204588800.0,AAPL
1970-01-01 00:00:00.000000034,2018-02-16,40.58564376831055,41.148192554732624,40.430299249571625,40.56916941260214,160704400.0,AAPL
1970-01-01 00:00:00.000000035,2018-02-20,40.44913101196289,41.016381132422566,40.34791805494303,40.49620521896972,135722000.0,AAPL
1970-01-01 00:00:00.000000036,2018-02-21,40.265533447265625,40.98342308445248,40.25140795476469,40.679791439011055,149886400.0,AAPL
