fecha,Price,cierre,maximo,minimo,apertura,volumen,Ticker
1970-01-01 00:00:00.000000000,Ticker,53.29293441772461,53.430485928803,52.29035071257904,52.29035071257904,31766000.0,GOOGL
1970-01-01 00:00:00.000000001,Date,53.29293441772461,53.430485928803,52.29035071257904,52.29035071257904,31766000.0,GOOGL
1970-01-01 00:00:00.000000002,2018-01-02,53.29293441772461,53.430485928803,52.29035071257904,52.29035071257904,31766000.0,GOOGL
1970-01-01 00:00:00.000000003,2018-01-03,54.20216369628906,54.429595175331535,53.30386031030047,53.32868679132137,31318000.0,GOOGL
1970-01-01 00:00:00.000000004,2018-01-04,54.41270446777344,54.8258552622725,54.338221243074656,54.478750554048816,26052000.0,GOOGL
1970-01-01 00:00:00.000000005,2018-01-05,55.13423156738281,55.29760594286388,54.71263982971305,54.79457516859321,30250000.0,GOOGL
1970-01-01 00:00:00.000000006,2018-01-08,55.32889175415039,55.57469778684399,55.11983482392327,55.1694915750602,24644000.0,GOOGL
1970-01-01 00:00:00.000000007,2018-01-09,55.25837707519531,55.5389432030721,55.030449299116086,55.5389432030721,26808000.0,GOOGL
1970-01-01 00:00:00.000000008,2018-01-10,55.12678527832031,55.25788106765144,54.82089636607006,54.97085921984269,20734000.0,GOOGL
1970-01-01 00:00:00.000000009,2018-01-11,55.22163391113281,55.36067433046023,54.94504197942064,55.23454534843711,22424000.0,GOOGL
1970-01-01 00:00:00.000000010,2018-01-12,56.145267486572266,56.17754229333688,55.02102143856428,55.124805457405685,38586000.0,GOOGL
1970-01-01 00:00:00.000000011,2018-01-16,56.147743225097656,57.05051709977311,55.94712722945501,56.62495114176238,36462000.0,GOOGL
1970-01-01 00:00:00.000000012,2018-01-17,56.56486892700195,56.575791366189605,55.78971292715813,56.42880632520341,27830000.0,GOOGL
1970-01-01 00:00:00.000000013,2018-01-18,56.40944290161133,56.63885960253553,55.83788446435215,56.57728401604192,27498000.0,GOOGL
1970-01-01 00:00:00.000000014,2018-01-19,56.78335952758789,56.797263569183215,56.23712769838544,56.51173441417679,30552000.0,GOOGL
1970-01-01 00:00:00.000000015,2018-01-22,57.80928421020508,57.94435420687602,56.699934914928505,56.79925220323572,29550000.0,GOOGL
1970-01-01 00:00:00.000000016,2018-01-23,58.40566635131836,58.52186548948102,57.96272225306838,58.13006704560148,39138000.0,GOOGL
1970-01-01 00:00:00.000000017,2018-01-24,58.16334533691406,58.9459497156004,57.97017764820767,58.843158303476095,37128000.0,GOOGL
1970-01-01 00:00:00.000000018,2018-01-25,58.70212173461914,58.84414374542783,58.19065003650471,58.631112623498296,29984000.0,GOOGL
1970-01-01 00:00:00.000000019,2018-01-26,58.97126770019531,58.97126770019531,58.00145891691538,58.96977879330763,42170000.0,GOOGL
1970-01-01 00:00:00.000000020,2018-01-29,58.91764068603516,59.489695383470256,58.79746733590673,58.993120309446525,31494000.0,GOOGL
1970-01-01 00:00:00.000000021,2018-01-30,58.46526336669922,58.98964656057655,58.323241339787685,58.48264531402683,37338000.0,GOOGL
1970-01-01 00:00:00.000000022,2018-01-31,58.70610427856445,58.909701897599255,58.203569738615215,58.78505802587903,36022000.0,GOOGL
1970-01-01 00:00:00.000000027,2018-02-07,52.409027099609375,53.95436839993548,52.369796488951565,53.87690357172494,51942000.0,GOOGL
1970-01-01 00:00:00.000000030,2018-02-12,52.366825103759766,52.91355326590404,51.91643263357727,52.47160172389879,56240000.0,GOOGL
1970-01-01 00:00:00.000000031,2018-02-13,52.34596633911133,52.69754158754058,51.98743906985354,52.140383528081415,31586000.0,GOOGL
1970-01-01 00:00:00.000000032,2018-02-14,53.2676010131836,53.40515250661864,52.13044754524344,52.35489739450298,41304000.0,GOOGL
1970-01-01 00:00:00.000000033,2018-02-15,54.194217681884766,54.33028028169146,52.99598103659152,53.80142661926968,37396000.0,GOOGL
1970-01-01 00:00:00.000000034,2018-02-16,54.39980316162109,55.0359149792392,54.203653877538265,54.294526453116944,39948000.0,GOOGL
1970-01-01 00:00:00.000000035,2018-02-20,54.80152893066406,55.43217760494987,54.12668283215146,54.263738036919925,33754000.0,GOOGL
1970-01-01 00:00:00.000000036,2018-02-21,55.30604934692383,56.42086176161694,54.99618622528072,55.07514375402131,41486000.0,GOOGL
1970-01-01 00:00:00.000000037,2018-02-22,55.1148681640625,55.88753888266873,54.87899575408689,55.5751942422468,28010000.0,GOOGL
1970-01-01 00:00:00.000000038,2018-02-23,56.01813888549805,56.06332891636732,55.04237064349879,55.549868177460375,25292000.0,GOOGL
1970-01-01 00:00:00.000000039,2018-02-26,56.79329299926758,56.81811948001176,56.080208884256166,56.205345258280325,30912000.0,GOOGL
1970-01-01 00:00:00.000000040,2018-02-27,55.49276351928711,56.82060711991297,55.45701080931754,56.793295337972665,42964000.0,GOOGL
1970-01-01 00:00:00.000000041,2018-02-28,54.81791687011719,55.99629011248413,54.7722343255836,55.71572397232992,49292000.0,GOOGL
1970-01-01 00:00:00.000000042,2018-03-01,53.20355224609375,55.18290062622464,52.99896203180877,55.0969948614583,55338000.0,GOOGL
1970-01-01 00:00:00.000000043,2018-03-02,53.83568954467773,53.972248444556826,52.14584466787732,52.53664672639384,50162000.0,GOOGL
1970-01-01 00:00:00.000000044,2018-03-05,54.36305236816406,54.68185272053652,53.24625474168803,53.53725079941223,28648000.0,GOOGL
1970-01-01 00:00:00.000000045,2018-03-06,54.66794967651367,54.90283326979053,54.350141922947074,54.727540051020135,23382000.0,GOOGL
1970-01-01 00:00:00.000000046,2018-03-07,55.3701057434082,55.42771090675819,54.12221234486356,54.26671587268303,30748000.0,GOOGL
1970-01-01 00:00:00.000000047,2018-03-08,56.08220291137695,56.184494234466456,55.47737326078632,55.47737326078632,33862000.0,GOOGL
1970-01-01 00:00:00.000000048,2018-03-09,57.6444206237793,57.65236524908944,56.32601441041463,56.58472808384261,42662000.0,GOOGL
1970-01-01 00:00:00.000000049,2018-03-12,57.89717483520508,58.50448589743485,57.56297777204632,57.85347371604288,44306000.0,GOOGL
1970-01-01 00:00:00.000000050,2018-03-13,56.60508728027344,58.49654456453966,56.33991789106401,58.19015556516624,43140000.0,GOOGL
1970-01-01 00:00:00.000000051,2018-03-14,57.0510139465332,57.59079005462839,56.72625417982306,56.89757318742485,41870000.0,GOOGL
1970-01-01 00:00:00.000000052,2018-03-15,57.13642501831055,57.72685428619265,56.3940476824959,57.08478305770545,33382000.0,GOOGL
1970-01-01 00:00:00.000000053,2018-03-16,56.33246994018555,57.44430073749474,56.18051808950753,57.37180271678629,58656000.0,GOOGL
1970-01-01 00:00:00.000000055,2018-03-20,54.41469955444336,54.89885951199781,53.75027956495933,54.54380635074635,54598000.0,GOOGL
1970-01-01 00:00:00.000000056,2018-03-21,54.3253173828125,55.05528339518891,53.98814246134083,54.254308264032936,44898000.0,GOOGL
1970-01-01 00:00:00.000000058,2018-03-23,50.97591400146485,52.9736368425676,50.89248975210332,52.20841446588547,49880000.0,GOOGL
1970-01-01 00:00:00.000000064,2018-04-03,50.58510971069336,50.89894704869862,49.52095040747162,50.45947703045491,51322000.0,GOOGL
1970-01-01 00:00:00.000000065,2018-04-04,51.1328353881836,51.28329834185322,49.48420619377547,49.56961565688835,50724000.0,GOOGL
1970-01-01 00:00:00.000000066,2018-04-05,51.27832794189453,51.97700791289334,50.84928786990736,51.96111866239519,35836000.0,GOOGL
1970-01-01 00:00:00.000000067,2018-04-06,50.15160369873047,51.44517971547894,49.96786954744196,50.80459738044142,40134000.0,GOOGL
1970-01-01 00:00:00.000000068,2018-04-09,50.65513229370117,51.8717398113233,50.61093486558703,50.65264699344034,33220000.0,GOOGL
1970-01-01 00:00:00.000000069,2018-04-10,51.47000503540039,51.70389221891286,50.422727672064575,51.16014192934545,36620000.0,GOOGL
1970-01-01 00:00:00.000000070,2018-04-11,50.90192413330078,51.43872243779296,50.61093186028428,51.24654736424903,34060000.0,GOOGL
1970-01-01 00:00:00.000000071,2018-04-12,51.50923156738281,51.87471083487985,50.95108472637966,51.22022831284015,32896000.0,GOOGL
1970-01-01 00:00:00.000000072,2018-04-13,51.44716262817383,52.288360933107725,51.15468145242214,51.98594992274709,25410000.0,GOOGL
1970-01-01 00:00:00.000000073,2018-04-16,51.946720123291016,52.21139322000347,51.34189051595993,51.91940834197956,29776000.0,GOOGL
1970-01-01 00:00:00.000000074,2018-04-17,53.59832763671875,53.878397473681886,52.49245621027263,52.69655011878857,54584000.0,GOOGL
1970-01-01 00:00:00.000000075,2018-04-18,53.40118789672852,53.72942177957137,53.159356076861656,53.58094783201243,31126000.0,GOOGL
1970-01-01 00:00:00.000000076,2018-04-19,54.09937286376953,54.49961226385661,53.08487032169125,53.08487032169125,39884000.0,GOOGL
